Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
34th CONGRESSIONAL DISTRICT RACE; An unlikely path to the U.S. Capitol; Congressman-elect muses on humble roots,,1906786422,Newspapers," Mai-Duc, Christine
Mai-Duc
Christine
Christine Mai-Duc"," John F Kennedy School of Government
611310 , Congress
921120"," Copyright Los Angeles Times Jun 8, 2017"," 7683 , PQ_7683_Jun82017 , LATMLATM2017060813714 , LATMLATM2017060813714", News," Jun 8, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Jun 8, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1906786422?accountid=14496,, B.1," Primaries & caucuses , Secondary schools , Environmental policy , Community colleges , Becerra, Xavier , California , United States--US , Sacramento California , Solis, Hilda , Washington DC"," GOMEZ, JIMMY , CALIFORNIA , LEGISLATORS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=34th+CONGRESSIONAL+DISTRICT+RACE%3B+An+unlikely+path+to+the+U.S.+Capitol%3B+Congressman-elect+muses+on+humble+roots&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Mai-Duc%2C+Christine&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
They took our student; The arrest of Claudia Rueda by immigration agents shows the cruelty of Trump's policies.,,1906786449,Newspapers," Baker, Beth
Beth
Beth Baker
Baker
Beth Baker , Marchevsky, Alejandra
Alejandra
Alejandra Marchevsky
Marchevsky
Alejandra Marchevsky",," Copyright Los Angeles Times Jun 8, 2017"," 7683 , PQ_7683_Jun82017 , LATMLATM2017060813655 , LATMLATM2017060813655"," Opinions , Commentary"," Jun 8, 2017",0458-3035, English, English, A.13," Los Angeles, Calif.","Jun 8, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1906786449?accountid=14496,, A.13," Immigration policy , Families & family life , Activism , Deportation , Arrests , Activists , Aliens , Executive orders , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=They+took+our+student%3B+The+arrest+of+Claudia+Rueda+by+immigration+agents+shows+the+cruelty+of+Trump%27s+policies.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Baker%2C+Beth%3BMarchevsky%2C+Alejandra&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Is Breitbart starting to act like Litebart?,,1906787694,Newspapers," Farhi, Paul
Farhi
Paul
Paul Farhi"," New York Times Co
511110
511120
515112
515120"," (Copyright The Washington Post Company, Jun 8, 2017)"," WPXXWP20170608IsBreitbartstartingtoactlikeLitebart35f91160 , WPXXWP20170608IsBreitbartstartingtoactlikeLitebart35f91160 , 7653 , PQ_7653_Jun82017", General Information," Jun 8, 2017",0190-8286, English, English, C.1," Washington, D.C.","Jun 8, 2017",The Washington Post,2017,https://search.proquest.com/docview/1906787694?accountid=14496,, C.1," Editorials , Political campaigns , Committees , Conservatism , United States--US , France , Germany , United Kingdom--UK , Yiannopoulos, Milo , Bannon, Stephen K", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Is+Breitbart+starting+to+act+like+Litebart%3F&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Farhi%2C+Paul&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump mentions a new idea for border wall: Solar panels,,1906788969,Newspapers," Yeo, Sophie
Yeo
Sophie
Sophie Yeo"," Financial Times
511110"," (Copyright The Washington Post Company, Jun 8, 2017)"," WPXXWP20170608TrumpmentionsanewideaforborderwallSolarpb1343f4a , WPXXWP20170608TrumpmentionsanewideaforborderwallSolarpb1343f4a , 7653 , PQ_7653_Jun82017", News," Jun 8, 2017",0190-8286, English, English, A.18," Washington, D.C.","Jun 8, 2017",The Washington Post,2017,https://search.proquest.com/docview/1906788969?accountid=14496,, A.18," Photovoltaic cells , Electricity , Efficiency , Mexico , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+mentions+a+new+idea+for+border+wall%3A+Solar+panels&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Yeo%2C+Sophie&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
NEWS BRIEFING,,1906817201,Newspapers,," Hezbollah-Party of God
813940 , Republican Party
813940 , Facebook Inc
518210
519130 , Democratic Party
813940"," Copyright Tribune Interactive, LLC Jun 8, 2017"," 7684 , PQ_7684_Jun82017 , TRIBTRIB2017060820170607294813886 , TRIBTRIB2017060820170607294813886", News," Jun 8, 2017",1085-6706, English, English,," Chicago, Ill.","Jun 8, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1906817201?accountid=14496,, 19," Military aircraft , Tax cuts , Trials , Astronauts , Shootings , Human rights , Armed forces , Jordan , Beijing China , Brownback, Sam , United States--US , Israel , Kansas , Malaysia , Indian Ocean , Min Aung Hlaing",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=NEWS+BRIEFING&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=19&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Despair's long reach,,1906820673,Newspapers," Duncan, Arne
Duncan
Arne
Arne Duncan",," Copyright Tribune Interactive, LLC Jun 8, 2017"," 7684 , PQ_7684_Jun82017 , TRIBTRIB2017060820170607294813849 , TRIBTRIB2017060820170607294813849", News," Jun 8, 2017",1085-6706, English, English,," Chicago, Ill.","Jun 8, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1906820673?accountid=14496,, 23," Young adults , Local elections , Presidential elections , Employment , Education , Trump, Donald J , Chicago Illinois , United States--US , Sanders, Bernard , Canada , Asia , Maine , West Virginia",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Despair%27s+long+reach&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=23&amp;au=Duncan%2C+Arne&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Nordstrom Family Weighs Taking Retailer Private; Stock jumps as family members explore acquiring all shares in struggling retailer,,1906933507,Newspapers," Kapner, Suzanne
Kapner
Suzanne
Suzanne Kapner; Ezequiel Minaya , Minaya, Ezequiel
Minaya
Ezequiel"," J C Penney Co Inc
446110
452111
454113
551112 , Amazon.com Inc
454111 , Sears Holdings Corp
452111
452112
454111
551114 , Nordstrom Inc
448140
448210
452111 , Nordstrom Rack
452111"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170608000020170608ed680030d , WSJOWSJO20170608000020170608ed680030d , 117310 , PQ_117310_Jun82017", News," Jun 8, 2017",, English, English, n/a," New York, N.Y.","Jun 8, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1906933507?accountid=14496,, n/a," Tender offers , Business closings , Corporate profits , Profit margins , Retailing industry , Investments , Retail stores , Families & family life , Chain stores , Department stores",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Nordstrom+Family+Weighs+Taking+Retailer+Private%3B+Stock+jumps+as+family+members+explore+acquiring+all+shares+in+struggling+retailer&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Kapner%2C+Suzanne%3BMinaya%2C+Ezequiel&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Should Federal Courts Join the 'Resistance'? Now the court is in the motive guessing game which, since it is not fact based, has no limits.",,1906973795,Newspapers,," Taliban
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170608000020170608ed68004pk , WSJOWSJO20170608000020170608ed68004pk , 117310 , PQ_117310_Jun82017", News," Jun 8, 2017",, English, English, n/a," New York, N.Y.","Jun 8, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1906973795?accountid=14496,, n/a," Presidents , Executive orders , Muslims , Federal court decisions , Mexico , United States--US , Syria , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Should+Federal+Courts+Join+the+%27Resistance%27%3F+Now+the+court+is+in+the+motive+guessing+game+which%2C+since+it+is+not+fact+based%2C+has+no+limits.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"For U.K. Voters, Questions But Little Clarity on the Post-Brexit Economy; The Conservative and Labour parties campaigned on pocketbook issues with little debate over big-picture economic issues",,1907008784,Newspapers," Hannon, Paul
Hannon
Paul
Paul Hannon; Saabira Chaudhuri , Chaudhuri, Saabira
Chaudhuri
Saabira"," Bank of England
521110 , Unilever PLC
311421
311512
311520
311941
325611
325620"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170608000020170608ed68006k5 , WSJOWSJO20170608000020170608ed68006k5 , 117310 , PQ_117310_Jun82017", News," Jun 8, 2017",, English, English, n/a," New York, N.Y.","Jun 8, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907008784?accountid=14496,, n/a," Conservatism , Polls & surveys , EU membership , Referendums , Housing prices , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=For+U.K.+Voters%2C+Questions+But+Little+Clarity+on+the+Post-Brexit+Economy%3B+The+Conservative+and+Labour+parties+campaigned+on+pocketbook+issues+with+little+debate+over+big-picture+economic+issues&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Hannon%2C+Paul%3BChaudhuri%2C+Saabira&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Federal Prison Population Expected to Grow Under Trump; Increase is anticipated in prosecutions of illegal immigrants, drug offenders",,1907030222,Newspapers," Reinhard, Beth
Beth
Beth Reinhard
Reinhard
Beth Reinhard"," CoreCivic
561210 , Canaccord Genuity
523110 , Bureau of Prisons
922140 , Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170608000020170608ed68006y2 , WSJOWSJO20170608000020170608ed68006y2 , 117310 , PQ_117310_Jun82017", News," Jun 8, 2017",, English, English, n/a," New York, N.Y.","Jun 8, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907030222?accountid=14496,, n/a," Immigration policy , Population , Crime , Budgets , Politics , Prison administration , Public prosecutors , Criminal sentences , Presidents , Nonviolence , Prisons , Prisoners , Aliens , Louisiana , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Federal+Prison+Population+Expected+to+Grow+Under+Trump%3B+Increase+is+anticipated+in+prosecutions+of+illegal+immigrants%2C+drug+offenders&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Reinhard%2C+Beth&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Where Do Cuban Tourists Go to Splurge? Moscow's Flea Markets --- They fly 13 hours and bundle up to buy bargain jeans and car parts; 'hola, amigo'","  The U.S. trade embargo with Cuba remains in place despite the fact that President Barack Obama loosened restrictions for Americans to travel to Cuba last year and opened a U.S. Embassy in Havana in 2015 after more than half a century of severed ties. On a gray winter morning, a dozen Cubans dressed in ill-fitting beanie hats and gray puffer jackets walked around the market's metal containers filled with rusty car parts.Several extra layers of clothing and skin darker than most locals easily gave them away to traders, who wooed them with shouts of ""hola, amigo.",1907263192,Newspapers," Kurmanaev, Anatoly
Kurmanaev
Anatoly
Anatoly Kurmanaev; Siranush Sharoyan , Sharoyan, Siranush
Sharoyan
Siranush , Kurmanaev, Anatoly
Kurmanaev
Anatoly
Anatoly Kurmanaev , Sharoyan, Siranush
Sharoyan
Siranush
Siranush Sharoyan",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322769375 , 111642542 , 7510 , WSJ , DWJNJ000000020170608ed680001x", News," Jun 8, 2017",0099-9660, English, English, A.1," New York, N.Y.","Jun 8, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1907263192?accountid=14496,, A.1," Embargoes & blockades , United States--US , Russia , Cuba , Obama, Barack , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Where+Do+Cuban+Tourists+Go+to+Splurge%3F+Moscow%27s+Flea+Markets+---+They+fly+13+hours+and+bundle+up+to+buy+bargain+jeans+and+car+parts%3B+%27hola%2C+amigo%27&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-06-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Kurmanaev%2C+Anatoly%3BSharoyan%2C+Siranush&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
What's News: World-Wide,,1907186185,Newspapers,," Islamic State of Iraq & the Levant--ISIS
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170609000020170609ed6900105 , WSJOWSJO20170609000020170609ed6900105 , 117310 , PQ_117310_Jun92017", News," Jun 9, 2017",, English, English, n/a," New York, N.Y.","Jun 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907186185?accountid=14496,, n/a," Prime ministers , Iran , North Korea , Pakistan , Syria , United States--US , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=What%27s+News%3A+World-Wide&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Should Federal Courts Join the 'Resistance'?,"  David B. Rivkin and Lee A. Casey's most significant point in ""The Fourth Circuit Joins the 'Resistance'"" (op-ed, May 30) is the notion in the Fourth Circuit's decision that President Trump had ""acted in bad faith"" based on campaign statements by him and his associates, thereby making his immigration order unconstitutional despite the court's statement that, ""Stated national security interest is, on its face, a valid reason.""",1907192335,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous"," Taliban
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322765863 , 111647892 , 7510 , WSJ , DWJNJ000000020170609ed6900001", News," Jun 9, 2017",0099-9660, English, English, A.14," New York, N.Y.","Jun 9, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1907192335?accountid=14496,, A.14," Federal court decisions , Presidents , Muslims , United States--US , Syria , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Should+Federal+Courts+Join+the+%27Resistance%27%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
AT THE MOVIES; REVIEW; EMPOWERING; Hayek shines in Trump-era satire 'Beatriz',,1907194778,Newspapers," Chang, Justin
Justin
Justin Chang
Chang
JUSTIN CHANG",," Copyright Los Angeles Times Jun 9, 2017"," 7683 , PQ_7683_Jun92017 , LATMLATM2017060913733 , LATMLATM2017060913733", Film Review," Jun 9, 2017",0458-3035, English, English, E.1," Los Angeles, Calif.","Jun 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907194778?accountid=14496,, E.1," Motion picture directors & producers , Motion picture festivals , Motion pictures , Sevigny, Chloe , Newport Beach California , Landecker, Amy , Arteta, Miguel",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=AT+THE+MOVIES%3B+REVIEW%3B+EMPOWERING%3B+Hayek+shines+in+Trump-era+satire+%27Beatriz%27&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=E.1&amp;au=Chang%2C+Justin&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
AT THE MOVIES; CAPSULE REVIEWS; Drawing 'Zodiac' back out,,1907195121,Newspapers," Murray, Noel
Noel
Noel Murray
Murray
Noel Murray , Goldstein, Gary
Gary
Gary Goldstein
Goldstein
Gary Goldstein , Rechtshaffen, Michael
Michael
Michael Rechtshaffen
Rechtshaffen
Michael Rechtshaffen , Walsh, Katie
Katie
Katie Walsh
Walsh
Katie Walsh , Meyers, Kimber
Kimber
Kimber Meyers
Meyers
Kimber Meyers"," Metallica
711130"," Copyright Los Angeles Times Jun 9, 2017"," 7683 , PQ_7683_Jun92017 , LATMLATM2017060913759 , LATMLATM2017060913759", Film Review," Jun 9, 2017",0458-3035, English, English, E.8," Los Angeles, Calif.","Jun 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907195121?accountid=14496,, E.8," Violence , Cameras , Horror films , Serial crime , Photographers , Comedies , Motion picture directors & producers , Motion pictures , Bibb, Leslie",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=AT+THE+MOVIES%3B+CAPSULE+REVIEWS%3B+Drawing+%27Zodiac%27+back+out&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=E.8&amp;au=Murray%2C+Noel%3BGoldstein%2C+Gary%3BRechtshaffen%2C+Michael%3BWalsh%2C+Katie%3BMeyers%2C+Kimber&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE WORLD; 2 nations united by Trump's ire; Leaders of Germany and Mexico seek a new alliance that isn't centered on the U.S.,,1907195158,Newspapers," Linthicum, Kate
Linthicum
Kate
Kate Linthicum"," Congress
921120 , North Atlantic Treaty Organization--NATO
928120"," Copyright Los Angeles Times Jun 9, 2017"," 7683 , PQ_7683_Jun92017 , LATMLATM2017060913766 , LATMLATM2017060913766", News," Jun 9, 2017",0458-3035, English, English, A.3," Los Angeles, Calif.","Jun 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907195158?accountid=14496,, A.3," North American Free Trade Agreement , International trade , Trade agreements , Political leadership , Politics , Presidents , Criminal investigations , Mexico , United States--US , Qatar , Germany , United Kingdom--UK , Australia , Europe , South Korea"," MERKEL, ANGELA , PENA NIETO, ENRIQUE , TRUMP, DONALD J , GERMANY , HEADS OF STATE , MEXICO , OFFICIAL VISITS , FOREIGN RELATIONS , UNITED STATES",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+WORLD%3B+2+nations+united+by+Trump%27s+ire%3B+Leaders+of+Germany+and+Mexico+seek+a+new+alliance+that+isn%27t+centered+on+the+U.S.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Linthicum%2C+Kate&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"POLITICS WATCH; O.C. pediatrician will challenge Royce; Congressman's stance against the Affordable Care Act inspired her to run, she says.",,1907195217,Newspapers," Wire, Sarah D
Wire
D
Sarah
SARAH D. WIRE"," Harvard University
611310 , California State University Fullerton
611310 , Congress
921120"," Copyright Los Angeles Times Jun 9, 2017"," 7683 , PQ_7683_Jun92017 , LATMLATM2017060913803 , LATMLATM2017060913803", News," Jun 9, 2017",0458-3035, English, English, B.2," Los Angeles, Calif.","Jun 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907195217?accountid=14496,, B.2," Bills , Patient Protection & Affordable Care Act 2010-US , Pediatrics , United States--US , Southern California , Vietnam , California , Royce, Ed , Oregon , Rohrabacher, Dana , Clinton, Hillary"," CALIFORNIA CONGRESSIONAL DISTRICT 39 , POLITICAL CANDIDATES , PEDIATRICIANS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=POLITICS+WATCH%3B+O.C.+pediatrician+will+challenge+Royce%3B+Congressman%27s+stance+against+the+Affordable+Care+Act+inspired+her+to+run%2C+she+says.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Wire%2C+Sarah+D&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
AT THE MOVIES; REVIEW; A small banker's ordeal; Steve James' potent 'Abacus' will make you root for an underdog out of the ordinary.,,1907195266,Newspapers," Turan, Kenneth
Kenneth
Kenneth Turan
Turan
KENNETH TURAN"," Head Games
611430
621330 , Rolling Stone
511120 , Goldman Sachs Group Inc
523110
523120 , Morgan Stanley
523110
523120
523920"," Copyright Los Angeles Times Jun 9, 2017"," 7683 , PQ_7683_Jun92017 , LATMLATM2017060913769 , LATMLATM2017060913769", Film Review," Jun 9, 2017",0458-3035, English, English, E.11," Los Angeles, Calif.","Jun 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907195266?accountid=14496,, E.11," Indictments , Motion pictures , Prisons , Trials , United States--US , Capra, Frank , Taibbi, Matt",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=AT+THE+MOVIES%3B+REVIEW%3B+A+small+banker%27s+ordeal%3B+Steve+James%27+potent+%27Abacus%27+will+make+you+root+for+an+underdog+out+of+the+ordinary.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=E.11&amp;au=Turan%2C+Kenneth&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Va. Democrats court black voters,,1907198666,Newspapers," Schneider, Gregory S
Gregory
Gregory S Schneider
Schneider
S
Gregory S Schneider , Nirappil, Fenit
Fenit
Fenit Nirappil
Nirappil
Fenit Nirappil"," Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Jun 9, 2017)"," WPXXWP20170609VaDemocratscourtblackvotersa6c60dde , WPXXWP20170609VaDemocratscourtblackvotersa6c60dde , 7653 , PQ_7653_Jun92017", News," Jun 9, 2017",0190-8286, English, English, B.1," Washington, D.C.","Jun 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1907198666?accountid=14496,, B.1," Nominations , Community , African Americans , Governors , Race , Voting rights , Political advertising , Voter behavior , Virginia , Sanders, Bernard , Obama, Barack", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Va.+Democrats+court+black+voters&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Schneider%2C+Gregory+S%3BNirappil%2C+Fenit&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
