Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
U.S. News: U.S. Watch,  Associated Press --- VOTING RIGHTS Texas Is Moving To Sap Voter ID Law Texas Republicans are moving to weaken a voter ID law and send it to Gov. Greg Abbott after a judge twice ruled that the original version deliberately tried to suppress minority voters.,1901622668,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous"," Republican Party
813940 , Associated Press
519110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322491159 , 111597172 , 7510 , WSJ , DWJNJ000000020170524ed5o0002a", News," May 24, 2017",0099-9660, English, English, A.2," New York, N.Y.","May 24, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1901622668?accountid=14496,, A.2," Immigration policy , Criminal investigations , Presidential elections , REAL ID Act 2005-US , Texas , Emanuel, Rahm",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+U.S.+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Pope Francis and President Trump Mend Fences, Note Agreements and Differences; 'I won't forget what you said,' the president tells the pontiff after their 30-minute meeting",,1901640871,Newspapers," Lee, Carol E
Lee
E
Carol
Carol E. Lee; Francis X. Rocca , Rocca, Francis X
Rocca
X
Francis"," Holy See
813110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170524000020170524ed5o0012x , WSJOWSJO20170524000020170524ed5o0012x , 117310 , PQ_117310_May242017", News," May 24, 2017",, English, English, n/a," New York, N.Y.","May 24, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1901640871?accountid=14496,, n/a," Agreements , Muslims , Christianity , Radical groups , Extremism , Political campaigns , Popes , Abortion , Papal visits , Public officials , Immigration , Trump, Donald J , United States--US , Parolin, Pietro , Saudi Arabia , Israel , Francis (Pope)",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Pope+Francis+and+President+Trump+Mend+Fences%2C+Note+Agreements+and+Differences%3B+%27I+won%27t+forget+what+you+said%2C%27+the+president+tells+the+pontiff+after+their+30-minute+meeting&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=&amp;au=Lee%2C+Carol+E%3BRocca%2C+Francis+X&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
They're hardly kindred spirits,,1901654669,Newspapers," Bennett, Brian
Bennett
Brian
Brian Bennett , Wilkinson, Tracy
Wilkinson
Tracy
Tracy Wilkinson"," Virginia Commonwealth University
611310"," Copyright Tribune Interactive, LLC May 24, 2017"," 7684 , PQ_7684_May242017 , TRIBTRIB2017052420170523292847833 , TRIBTRIB2017052420170523292847833", News," May 24, 2017",1085-6706, English, English,," Chicago, Ill.","May 24, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1901654669?accountid=14496,, 16," Political campaigns , Religious persecution , Presidential elections , Freedom of religion , Populism , Climate change , Low income groups , Trump, Donald J , New York , United States--US , Bannon, Stephen K",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=They%27re+hardly+kindred+spirits%3A+Common+ground+may+prove+tough+for+pope%2C+Trump&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=16&amp;au=Bennett%2C+Brian%3BWilkinson%2C+Tracy&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump budget rips safety net,,1901655658,Newspapers," Bennett, Brian
Brian
Brian Bennett
Bennett
Brian Bennett , Lee, Don
Don
Don Lee
Lee
Don Lee , Mascaro, Lisa
Lisa
Lisa Mascaro
Mascaro
Lisa Mascaro , JoeTanfani
JoeTanfani , Tracy Wilkinson in Washington
Tracy Wilkinson in Washington"," Associated Press
519110 , Republican Party
813940 , Congress
921120 , Democratic Party
813940"," Copyright Tribune Interactive, LLC May 24, 2017"," 7684 , PQ_7684_May242017 , TRIBTRIB2017052420170523292847830 , TRIBTRIB2017052420170523292847830", News," May 24, 2017",1085-6706, English, English,," Chicago, Ill.","May 24, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1901655658?accountid=14496,, 13," Budgets , Infrastructure , Childrens health insurance programs , Tax cuts , Schumer, Charles E , Trump, Donald J , Mulvaney, John (Mick) , Ryan, Paul , Clinton, Hillary Rodham",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Trump+budget+rips+safety+net%3A+%244.1+trillion+plan+favors+defense%2C+cuts+programs+for+poor&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=13&amp;au=Bennett%2C+Brian%3BLee%2C+Don%3BMascaro%2C+Lisa%3BJoeTanfani%3BTracy+Wilkinson+in+Washington&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Trump's Nationalism Veers Right While May's Shifts to Center; Conservative parties in U.S. and U.K. agree on trade and immigration, but are diverging on the role of government",,1901780309,Newspapers," Ip, Greg
Greg
Greg Ip
Ip
Greg Ip"," European Union
926110
928120 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170524000020170524ed5o004jy , WSJOWSJO20170524000020170524ed5o004jy , 117310 , PQ_117310_May242017", News," May 24, 2017",, English, English, n/a," New York, N.Y.","May 24, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1901780309?accountid=14496,, n/a," Tax rates , Conservatism , Budgets , Medicare , Prime ministers , Taxes , Immigration , Political parties , Medicaid , Trump, Donald J , United States--US , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Nationalism+Veers+Right+While+May%27s+Shifts+to+Center%3B+Conservative+parties+in+U.S.+and+U.K.+agree+on+trade+and+immigration%2C+but+are+diverging+on+the+role+of+government&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=&amp;au=Ip%2C+Greg&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Long Island Police Chief Calls For More Screening of Immigrant Minors; Suffolk County Police Commissioner Timothy Sini testified before U.S. lawmakers, as Long Island communities battle violence from the transnational gang MS-13",,1901839728,Newspapers," De Avila, Joseph
De Avila
Joseph
Joseph De Avila"," Federal Bureau of Investigation--FBI
922120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170524000020170524ed5o006k7 , WSJOWSJO20170524000020170524ed5o006k7 , 117310 , PQ_117310_May242017", News," May 24, 2017",, English, English, n/a," New York, N.Y.","May 24, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1901839728?accountid=14496,, n/a," Immigration policy , Witnesses , Victims of crime , Enforcement , Recruitment , Violence , Aliens , Transnationalism , Congressional committees , New York , Massachusetts , United States--US , Long Island New York , Washington DC , Maryland , Los Angeles California , Central America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Long+Island+Police+Chief+Calls+For+More+Screening+of+Immigrant+Minors%3B+Suffolk+County+Police+Commissioner+Timothy+Sini+testified+before+U.S.+lawmakers%2C+as+Long+Island+communities+battle+violence+from+the+transnational+gang+MS-13&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=&amp;au=De+Avila%2C+Joseph&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"How the West Can Save Itself; Sweden and Switzerland found ways to avoid Europe's sclerosis: the former deregulated, the latter opened up to more immigration. Brendan Simms reviews ""The Fate of the West: The Battle to Save the World's Most Successful Political Idea"" by Bill Emmott.",,1901882902,Newspapers," Simms, Brendan
Simms
Brendan
Brendan Simms"," North Atlantic Treaty Organization--NATO
928120 , European Union
926110
928120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170524000020170524ed5o007k9 , WSJOWSJO20170524000020170524ed5o007k9 , 117310 , PQ_117310_May242017", News," May 24, 2017",, English, English, n/a," New York, N.Y.","May 24, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1901882902?accountid=14496,, n/a," Economists , Political campaigns , Books , Civilization , Trump, Donald J , Sweden , China , Switzerland , Eastern Europe , United Kingdom--UK , Morris, Ian",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=How+the+West+Can+Save+Itself%3B+Sweden+and+Switzerland+found+ways+to+avoid+Europe%27s+sclerosis%3A+the+former+deregulated%2C+the+latter+opened+up+to+more+immigration.+Brendan+Simms+reviews+%22The+Fate+of+the+West%3A+The+Battle+to+Save+the+World%27s+Most+Successful+Political+Idea%22+by+Bill+Emmott.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-24&amp;volume=&amp;issue=&amp;spage=&amp;au=Simms%2C+Brendan&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
His final legal victory; Man who fought racist laws gets posthumous license,,1901949809,Newspapers," Dolan, Maura
Dolan
Maura
Maura Dolan"," Supreme Court-California
922110"," Copyright Los Angeles Times May 25, 2017"," 7683 , PQ_7683_May252017 , LATMLATM2017052512557 , LATMLATM2017052512557", News," May 25, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","May 25, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1901949809?accountid=14496,, B.1," Citizenship , Japanese Americans , Aliens , State court decisions , California , Los Angeles California , United States--US , Southern California"," JAPANESE , IMMIGRANTS , ATTORNEYS , CALIFORNIA SUPREME COURT",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=His+final+legal+victory%3B+Man+who+fought+racist+laws+gets+posthumous+license&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-25&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Dolan%2C+Maura&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"SACRAMENTO WATCH; State braces for Trump budget hit; Lawmakers, advocates hope to dull impact of a plan that they say would cut billions from vital programs.",,1901949842,Newspapers," Myers, John
Myers
John
JOHN MYERS"," Republican Party
813940 , Medi-Cal
524114"," Copyright Los Angeles Times May 25, 2017"," 7683 , PQ_7683_May252017 , LATMLATM2017052512547 , LATMLATM2017052512547", News," May 25, 2017",0458-3035, English, English, B.2," Los Angeles, Calif.","May 25, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1901949842?accountid=14496,, B.2," State budgets , Presidents , Federal budget , Food , Tax credits , Subsidies , Funding , Low income groups , California"," UNITED STATES , BUDGET , CALIFORNIA , POLITICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=SACRAMENTO+WATCH%3B+State+braces+for+Trump+budget+hit%3B+Lawmakers%2C+advocates+hope+to+dull+impact+of+a+plan+that+they+say+would+cut+billions+from+vital+programs.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-25&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Myers%2C+John&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"ANDREW JERROLD PERENCHIO, 1930-2017; Media mogul and L.A. philanthropist",,1901949968,Newspapers," James, Meg
James
Meg
Meg James",," Copyright Los Angeles Times May 25, 2017"," 7683 , PQ_7683_May252017 , LATMLATM2017052512524 , LATMLATM2017052512524", News," May 25, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","May 25, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1901949968?accountid=14496,, A.1," Spanish language , Art galleries & museums , Photographers , College basketball , Donations , Immigration , Los Angeles California"," PERENCHIO, A JERROLD",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ANDREW+JERROLD+PERENCHIO%2C+1930-2017%3B+Media+mogul+and+L.A.+philanthropist&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-25&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=James%2C+Meg&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Nothing Is Written,"  Unsurprisingly, Europe is the book's main focus, along with the U.S.: Mr. Emmott admires America's readiness to finance emerging technologies but worries about the decline in male labor-force participation and laments a political system that features two ""highly dysfunctional"" parties.",1901950579,Newspapers," Simms, Brendan
Simms
Brendan
Brendan Simms , Simms, Brendan
Simms
Brendan
Brendan Simms",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322526011 , 111600192 , 7510 , WSJ , DWJNJ000000020170525ed5p0000f", Book Review," May 25, 2017",0099-9660, English, English, A.17," New York, N.Y.","May 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1901950579?accountid=14496,, A.17," Books , Emmott, Bill",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Nothing+Is+Written&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-25&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Simms%2C+Brendan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"World News: Pope and President Set Aside Differences --- Vatican cites similar views on abortion and religious liberty, amid discord on other issues",  The White House is debating whether to withdraw from the international climate-change agreement to cap carbon emissions that world powers reached in Paris in 2015.,1901951935,Newspapers," Lee, Carol E
Lee
E
Carol
Carol E. Lee; Francis X. Rocca , Rocca, Francis X
Rocca
X
Francis , Lee, Carol E
Lee
E
Carol
Carol E. Lee , Rocca, Francis X
Rocca
X
Francis
Francis X. Rocca",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322526065 , 111600192 , 7510 , WSJ , DWJNJ000000020170525ed5p0000t", News," May 25, 2017",0099-9660, English, English, A.7," New York, N.Y.","May 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1901951935?accountid=14496,, A.7," Papal visits , Italy , United States--US , Francis (Pope) , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+News%3A+Pope+and+President+Set+Aside+Differences+---+Vatican+cites+similar+views+on+abortion+and+religious+liberty%2C+amid+discord+on+other+issues&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-25&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Lee%2C+Carol+E%3BRocca%2C+Francis+X&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Gang Recruitment Targeted --- Head of Suffolk police wants new scrutiny of underage immigrants; 'They are vulnerable',  New York Civil Liberties Union Executive Director Donna Lieberman said in a statement that immigrants shouldn't be used as scapegoats to address gang violence.,1901951947,Newspapers," De Avila, Joseph
De Avila
Joseph
Joseph De Avila , De Avila, Joseph
De Avila
Joseph
Joseph De Avila"," Federal Bureau of Investigation--FBI
922120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322526143 , 111600192 , 7510 , WSJ , DWJNJ000000020170525ed5p0001i", News," May 25, 2017",0099-9660, English, English, n/a," New York, N.Y.","May 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1901951947?accountid=14496,, n/a," Gangs , Violent crime , Aliens , Immigration policy , Congressional committees , Victims of crime , United States--US , Massachusetts , Long Island New York , Central America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Gang+Recruitment+Targeted+---+Head+of+Suffolk+police+wants+new+scrutiny+of+underage+immigrants%3B+%27They+are+vulnerable%27&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-25&amp;volume=&amp;issue=&amp;spage=&amp;au=De+Avila%2C+Joseph&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
